was	VBD	O
about	IN	O
8	CD	B-Value
feet	NNS	B-Unit
(	(	O
2.4	CD	B-Value
m	NN	B-Unit
)	)	O
.	.	O
_S_B_	_S_B_	O
The	DT	O
relationship	NN	B-Eventuality
between	IN	O
windspeed	NN	B-Quality
and	CC	O
number	NN	B-Quality
of	IN	O
fruits	NNS	B-Biotic_Entity
dispersed	VBN	B-Eventuality
was	VBD	O
"	JJ	O
poor	JJ	B-Quality
"	NN	O
;	:	O
however	RB	O
,	,	O
most	JJS	O
fruits	NNS	B-Biotic_Entity
scattered	VBN	B-Eventuality
in	IN	O
the	DT	O
direction	NN	B-Quality
of	IN	O
prevailing	VBG	B-Eventuality
winds	NNS	I-Eventuality
.	.	O
_S_B_	_S_B_	O
Dyer	NNP	B-Biotic_Entity-L
's	POS	I-Biotic_Entity
woad	NN	I-Biotic_Entity
fruits	VBZ	I-Biotic_Entity
remaining	VBG	B-Eventuality
on	IN	O
plants	NNS	B-Biotic_Entity
until	IN	B-Time
winter	NN	I-Time
may	MD	O
disperse	VB	B-Eventuality
much	RB	O
greater	JJR	O
distances	NNS	B-Quality
when	WRB	O
blown	VBN	B-Eventuality
over	IN	O
the	DT	O
surface	NN	B-Abiotic_Entity
of	IN	O
crusted	VBN	B-Abiotic_Entity
snow	JJ	I-Abiotic_Entity
[	$	O
20,21	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
Fruits	NNS	B-Biotic_Entity
may	MD	O
be	VB	O
further	RB	O
transported	VBN	B-Eventuality
by	IN	O
ants	NNS	B-Biotic_Entity
,	,	O
as	IN	O
was	VBD	O
observed	VBN	O
during	IN	O
studies	NNS	O
on	IN	O
Utah	NNP	B-Location
rangelands	VBZ	B-Aggregate_Biotic_Abiotic_Entity
[	JJ	O
20	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
Long-distance	JJ	B-Quality
spread	NN	B-Eventuality
of	IN	O
dyer	NN	B-Biotic_Entity-L
's	POS	I-Biotic_Entity
woad	NN	I-Biotic_Entity
fruits	NNS	I-Biotic_Entity
and	CC	O
seeds	NNS	O
must	MD	O
be	VB	O
aided	VBN	B-Eventuality
by	IN	O
vectors	NNS	B-Biotic_Entity
such	JJ	O
as	IN	O
humans	NNS	B-Biotic_Entity
,	,	O
livestock	NN	B-Biotic_Entity
,	,	O
wildlife	NN	B-Biotic_Entity
,	,	O
and	CC	O
water	NN	B-Abiotic_Entity
.	.	O
_S_B_	_S_B_	O
Humans	NNS	B-Biotic_Entity
may	MD	O
disperse	VB	B-Eventuality
fruits	NNS	B-Biotic_Entity
in	IN	O
their	PRP$	O
clothing	NN	O
,	,	O
vehicles	NNS	O
,	,	O
tools	NNS	O
or	CC	O
machinery	NN	O
[	RB	O
20,21,80	CD	O
]	NNS	O
.	.	O
_S_B_	_S_B_	O
Roadsides	NNS	B-Aggregate_Biotic_Abiotic_Entity
and	CC	O
railways	NNS	B-Aggregate_Biotic_Abiotic_Entity
are	VBP	O
effective	JJ	O
avenues	NNS	O
of	IN	O
seed	NN	B-Biotic_Entity
dispersal	NN	B-Eventuality
[	VBZ	O
19	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
Long-distance	NN	B-Quality
dispersal	NN	B-Eventuality
is	VBZ	O
likely	JJ	O
when	WRB	O
dyer	NN	B-Biotic_Entity-L
's	POS	I-Biotic_Entity
woad	NN	I-Biotic_Entity
seed	NN	I-Biotic_Entity
is	VBZ	O
a	DT	O
contaminant	NN	B-Biotic_Entity
in	IN	O
alfalfa	NN	B-Biotic_Entity-L
or	CC	O
other	JJ	O
crop	NN	B-Biotic_Entity
seed	NN	I-Biotic_Entity
(	(	O
review	NN	O
by	IN	O
[	$	O
12	CD	O
]	NNP	O
)	)	O
;	:	O
or	CC	O
when	WRB	O
mature	NN	B-Quality
,	,	O
seed-bearing	JJ	B-Eventuality
dyer	NN	B-Biotic_Entity-L
's	POS	I-Biotic_Entity
woad	NN	I-Biotic_Entity
plants	NNS	I-Biotic_Entity
are	VBP	O
cut	VBN	B-Eventuality
and	CC	O
baled	VBN	B-Eventuality
with	IN	O
alfalfa	NN	B-Biotic_Entity-L
in	IN	O
infested	JJ	B-Eventuality
fields	NNS	B-Aggregate_Biotic_Abiotic_Entity
,	,	O
and	CC	O
this	DT	O
baled	JJ	B-Eventuality
hay	NN	B-Biotic_Entity
is	VBZ	O
shipped	VBN	B-Eventuality
to	TO	O
where	WRB	O
it	PRP	O
is	VBZ	O
used	VBN	B-Eventuality
as	IN	O
livestock	NN	B-Biotic_Entity
feed	NN	B-Eventuality
[	VBZ	O
19,20,21	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
Contaminated	VBN	B-Eventuality
hay	NN	B-Biotic_Entity
is	VBZ	O
one	CD	O
of	IN	O
the	DT	O
major	JJ	O
causes	NNS	B-Eventuality
of	IN	O
dyer	NN	B-Biotic_Entity-L
's	POS	I-Biotic_Entity
woad	NN	I-Biotic_Entity
spread	NN	B-Eventuality
[	VBD	O
36	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
Livestock	NNP	B-Biotic_Entity
and	CC	O
wildlife	NN	B-Biotic_Entity
may	MD	O
carry	VB	B-Eventuality
fruits	NNS	B-Biotic_Entity
in	IN	O
mud	NN	B-Aggregate_Biotic_Abiotic_Entity
on	IN	O
their	PRP$	O
hooves	NNS	B-Biotic_Entity
or	CC	O
in	IN	O
their	PRP$	O
fur	NN	B-Biotic_Entity
[	VBZ	O
36	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
The	DT	O
curved	JJ	B-Quality
pedicel	NN	B-Biotic_Entity-L
of	IN	O
dyer	NN	B-Biotic_Entity-L
's	POS	I-Biotic_Entity
woad	NN	I-Biotic_Entity
fruits	NNS	I-Biotic_Entity
may	MD	O
act	VB	B-Eventuality
as	IN	O
a	DT	O
hook	NN	B-Biotic_Entity
to	TO	O
aid	NN	B-Eventuality
in	IN	O
dispersal	NN	B-Eventuality
by	IN	O
animals	NNS	B-Biotic_Entity
.	.	O
_S_B_	_S_B_	O
Dyer	NNP	B-Biotic_Entity-L
's	POS	I-Biotic_Entity
woad	NN	I-Biotic_Entity
fruits	VBZ	I-Biotic_Entity
remaining	VBG	B-Eventuality
on	IN	O
plants	NNS	B-Biotic_Entity
past	IN	O
the	DT	O
first	JJ	O
snowfall	NN	B-Eventuality
may	MD	O
be	VB	O
dispersed	VBN	B-Eventuality
by	IN	O
herds	NNS	B-Biotic_Entity
of	IN	O
deer	NN	B-Biotic_Entity
and	CC	O
elk	NN	B-Biotic_Entity
in	IN	B-Time
the	DT	I-Time
winter	NN	I-Time
months	NNS	I-Time
,	,	O
when	WRB	O
herd	NN	B-Biotic_Entity
use	NN	B-Eventuality
of	IN	O
foothill	NN	B-Aggregate_Biotic_Abiotic_Entity
sites	NNS	I-Aggregate_Biotic_Abiotic_Entity
is	VBZ	O
highest	JJS	O
[	JJ	O
20	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
Farah	NNP	O
[	VBD	O
20	CD	O
]	NN	O
speculates	NNS	O
that	IN	O
a	DT	O
high	JJ	B-Quality
incidence	NN	B-Eventuality
of	IN	O
dyer	NN	B-Biotic_Entity-L
's	POS	I-Biotic_Entity
woad	NN	I-Biotic_Entity
infestations	NNS	B-Eventuality
on	IN	O
south-facing	JJ	B-Aggregate_Biotic_Abiotic_Entity
slopes	NNS	I-Aggregate_Biotic_Abiotic_Entity
on	IN	O
Utah	NNP	B-Location
rangeland	NN	B-Aggregate_Biotic_Abiotic_Entity
may	MD	O
be	VB	O
related	VBN	O
to	TO	O
deer	VB	B-Biotic_Entity
and	CC	O
elk	VB	B-Biotic_Entity
use	NN	B-Eventuality
of	IN	O
these	DT	O
sites	NNS	B-Aggregate_Biotic_Abiotic_Entity
in	IN	B-Time
winter	NN	I-Time
.	.	O
_S_B_	_S_B_	O
Birds	NNS	B-Biotic_Entity
and	CC	O
rodents	NNS	B-Biotic_Entity
may	MD	O
also	RB	O
contribute	VB	B-Eventuality
to	TO	O
long-range	JJ	B-Quality
dispersal	NN	B-Eventuality
of	IN	O
dyer	NN	B-Biotic_Entity-L
's	POS	I-Biotic_Entity
woad	NN	I-Biotic_Entity
[	VBZ	O
20	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
Downhill	NNP	B-Aggregate_Biotic_Abiotic_Entity
and	CC	O
downstream	NN	B-Aggregate_Biotic_Abiotic_Entity
dispersal	NN	B-Eventuality
of	IN	O
dyer	NN	B-Biotic_Entity-L
's	POS	I-Biotic_Entity
woad	NN	I-Biotic_Entity
fruits	NNS	I-Biotic_Entity
may	MD	O
be	VB	O
aided	VBN	B-Eventuality
by	IN	O
water	NN	B-Abiotic_Entity
;	:	O
flattened	VBN	B-Eventuality
wings	NNS	B-Biotic_Entity
facilitate	VBP	B-Eventuality
this	DT	O
mode	NN	B-Quality
of	IN	O
dispersal	NN	B-Eventuality
.	.	O
_S_B_	_S_B_	O
Dyer	NNP	B-Biotic_Entity-L
's	POS	I-Biotic_Entity
woad	NN	I-Biotic_Entity
populations	NNS	I-Biotic_Entity
along	IN	O
the	DT	O
banks	NNS	B-Aggregate_Biotic_Abiotic_Entity
of	IN	O
drainage	NN	B-Aggregate_Biotic_Abiotic_Entity
systems	NNS	I-Aggregate_Biotic_Abiotic_Entity
in	IN	O
Utah	NNP	B-Location
may	MD	O
have	VB	O
established	VBN	B-Eventuality
after	IN	O
this	DT	O
type	NN	O
of	IN	O
dispersal	NN	B-Eventuality
[	$	O
20,21	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
More	RBR	O
info	NN	O
on	IN	O
this	DT	O
topic	NN	O
.	.	O
_S_B_	_S_B_	O
Succession	NN	B-Eventuality
in	IN	O
the	DT	O
desert	NN	B-Aggregate_Biotic_Abiotic_Entity
is	VBZ	O
difficult	JJ	O
to	TO	O
characterize	VB	O
because	IN	O
there	EX	O
is	VBZ	O
no	DT	O
clear	JJ	O
change	NN	B-Eventuality
in	IN	O
species	NNS	B-Biotic_Entity
composition	NN	B-Eventuality
over	IN	B-Time
time	NN	I-Time
.	.	O
_S_B_	_S_B_	O
For	IN	O
instance	NN	O
,	,	O
in	IN	O
creosotebush-white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
communities	NNS	I-Biotic_Entity
,	,	O
both	DT	O
white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
and	CC	O
creosotebush	JJ	B-Biotic_Entity-L
persist	NN	B-Eventuality
in	IN	O
the	DT	O
community	NN	B-Biotic_Entity
even	RB	O
though	IN	O
changes	NNS	B-Eventuality
in	IN	O
their	PRP$	O
relative	JJ	B-Quality
abundances	NNS	I-Quality
may	MD	O
occur	VB	B-Eventuality
.	.	O
_S_B_	_S_B_	O
Most	JJS	O
white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
are	VBP	O
located	VBN	B-Eventuality
on	IN	O
bare	NN	B-Aggregate_Biotic_Abiotic_Entity
soil	NN	I-Aggregate_Biotic_Abiotic_Entity
away	RB	O
from	IN	O
other	JJ	O
plants	NNS	B-Biotic_Entity
.	.	O
_S_B_	_S_B_	O
McAuliffe	NNP	O
[	VBD	O
31	CD	O
]	NN	O
found	VBD	O
that	IN	O
83	CD	B-Value
to	TO	O
92	CD	B-Value
percent	NN	B-Unit
of	IN	O
all	DT	O
young	JJ	B-Quality
white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
in	IN	O
creosotebush-white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
communities	NNS	I-Biotic_Entity
were	VBD	O
located	VBN	B-Eventuality
in	IN	O
bare	NN	B-Aggregate_Biotic_Abiotic_Entity
spaces	NNS	I-Aggregate_Biotic_Abiotic_Entity
.	.	O
_S_B_	_S_B_	O
White	NNP	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
was	VBD	O
the	DT	O
principal	JJ	O
colonizer	NN	B-Biotic_Entity
of	IN	O
open	JJ	B-Aggregate_Biotic_Abiotic_Entity
spaces	NNS	I-Aggregate_Biotic_Abiotic_Entity
in	IN	O
those	DT	O
communities	NNS	B-Biotic_Entity
.	.	O
_S_B_	_S_B_	O
Once	RB	O
established	VBN	B-Eventuality
,	,	O
white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
acts	NNS	B-Eventuality
as	IN	I-Eventuality
a	DT	O
nurse	NN	B-Biotic_Entity-L
plant	NN	I-Biotic_Entity
to	TO	O
creosotebush	VB	B-Biotic_Entity-L
and	CC	O
other	JJ	O
desert	NN	B-Aggregate_Biotic_Abiotic_Entity
species	NNS	B-Biotic_Entity
,	,	O
providing	VBG	B-Eventuality
improved	VBN	B-Eventuality
microhabitat	NNS	B-Aggregate_Biotic_Abiotic_Entity
and	CC	O
protection	NN	B-Eventuality
from	IN	O
herbivory	NN	B-Eventuality
[	$	O
16,31	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
McAuliffe	NNP	O
[	VBD	O
31	CD	O
]	NN	O
found	VBD	O
that	IN	O
85.5	CD	B-Value
percent	NN	B-Unit
of	IN	O
all	DT	O
young	JJ	B-Quality
creosotebush	NNS	B-Biotic_Entity-L
were	VBD	O
rooted	VBN	B-Eventuality
beneath	IN	O
the	DT	O
canopies	NNS	B-Biotic_Entity
of	IN	O
live	JJ	B-Eventuality
white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
or	CC	O
positioned	VBN	B-Eventuality
next	JJ	O
to	TO	O
dead	JJ	B-Eventuality
ones	NNS	O
.	.	O
_S_B_	_S_B_	O
Most	JJS	O
creosotebush	JJ	B-Biotic_Entity-L
establishment	NN	B-Eventuality
apparently	RB	O
occurs	VBZ	B-Eventuality
while	IN	O
the	DT	O
white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
are	VBP	O
alive	JJ	B-Eventuality
.	.	O
_S_B_	_S_B_	O
The	DT	O
smallest	JJS	B-Quality
creosotebush	NN	B-Biotic_Entity-L
in	IN	O
McAuliffe	NNP	O
's	POS	O
study	NN	O
were	VBD	O
associated	VBN	B-Eventuality
exclusively	RB	O
with	IN	O
live	JJ	B-Eventuality
white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
.	.	O
_S_B_	_S_B_	O
Because	IN	O
of	IN	O
its	PRP$	O
colonizing	NN	B-Eventuality
ability	NN	B-Eventuality
,	,	O
white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
is	VBZ	O
a	DT	O
common	JJ	B-Quality
pioneer	NN	B-Biotic_Entity
on	IN	O
disturbed	JJ	B-Aggregate_Biotic_Abiotic_Entity
areas	NNS	I-Aggregate_Biotic_Abiotic_Entity
in	IN	O
the	DT	O
Mojave	NNP	B-Location
Desert	NNP	I-Location
[	NNP	O
36	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
In	IN	O
a	DT	O
comparison	NN	O
between	IN	O
vegetation	NN	B-Biotic_Entity
in	IN	O
disturbed	NN	B-Aggregate_Biotic_Abiotic_Entity
and	CC	O
undisturbed	JJ	B-Aggregate_Biotic_Abiotic_Entity
sites	NNS	I-Aggregate_Biotic_Abiotic_Entity
,	,	O
white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
was	VBD	O
subdominant	JJ	B-Quality
to	TO	O
creosotebush	VB	B-Biotic_Entity-L
on	IN	O
control	NN	O
sites	NNS	O
and	CC	O
dominant	VB	B-Quality
on	IN	O
disturbed	JJ	B-Aggregate_Biotic_Abiotic_Entity
sites	NNS	I-Aggregate_Biotic_Abiotic_Entity
40	CD	O
years	NNS	O
after	IN	O
disturbance	NN	B-Eventuality
[	VBD	O
36	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
Vasek	NNP	O
[	VBD	O
50	CD	O
]	NN	O
noted	VBD	O
that	IN	O
while	IN	O
white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
colonizes	NNS	B-Eventuality
open	JJ	B-Aggregate_Biotic_Abiotic_Entity
space	NN	I-Aggregate_Biotic_Abiotic_Entity
by	IN	O
large-scale	JJ	B-Quality
seedling	NN	B-Biotic_Entity
establishment	NN	B-Eventuality
,	,	O
creosotebush	NN	B-Biotic_Entity-L
depends	VBZ	B-Eventuality
upon	IN	I-Eventuality
cloning	VBG	B-Eventuality
or	CC	O
requires	VBZ	B-Eventuality
white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
for	IN	O
establishment	NN	B-Eventuality
.	.	O
_S_B_	_S_B_	O
Creosotebush-white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
communities	NNS	I-Biotic_Entity
are	VBP	O
probably	RB	O
adapted	VBN	B-Eventuality
to	TO	O
continual	VB	O
or	CC	O
relatively	RB	O
slight	JJ	B-Quality
disturbance	NN	B-Eventuality
such	JJ	O
as	IN	O
lightly	RB	B-Quality
shifting	VBG	B-Eventuality
sand	NN	B-Abiotic_Entity
surfaces	NNS	I-Abiotic_Entity
[	VBP	O
49,50	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
If	IN	O
slight	JJ	B-Quality
disturbance	NN	B-Eventuality
does	VBZ	O
occur	VB	B-Eventuality
,	,	O
creosotebush-white	JJ	B-Biotic_Entity-L
bursage	NN	I-Biotic_Entity
communities	NNS	I-Biotic_Entity
recover	VBP	B-Eventuality
quickly	RB	B-Quality
in	IN	O
terms	NNS	O
of	IN	O
species	NNS	B-Biotic_Entity
composition	VBP	B-Eventuality
[	$	O
36	CD	O
]	NN	O
.	.	O
_S_B_	_S_B_	O
Saguaro	NNP	B-Biotic_Entity-L
reproduce	VBP	B-Eventuality
sexually	RB	B-Quality
and	CC	O
are	VBP	O
self-incompatible	JJ	B-Quality
.	.	O
_S_B_	_S_B_	O
Reproduction	NN	B-Eventuality
begins	VBZ	B-Eventuality
when	WRB	O
a	DT	O
plant	NN	B-Biotic_Entity
is	VBZ	O
approximately	RB	O
7.2	JJ	B-Value
feet	NNS	B-Unit
(	(	O
2.2	CD	B-Value
m	NN	B-Unit
)	)	O
tall	NN	B-Quality
.	.	O
_S_B_	_S_B_	O
Growth	NNP	B-Eventuality
is	VBZ	O
extremely	RB	O
slow	JJ	B-Quality
.	.	O
_S_B_	_S_B_	O
At	IN	B-Time
the	DT	I-Time
end	NN	I-Time
of	IN	I-Time
2	CD	I-Time
years	NNS	I-Time
,	,	O
seedlings	NNS	B-Biotic_Entity
will	MD	O
be	VB	O
about	IN	O
0.25	CD	B-Value
inch	NN	B-Unit
(	(	O
0.6	CD	B-Value
cm	NN	B-Unit
)	)	O
tall	NN	B-Quality
.	.	O
_S_B_	_S_B_	O
At	IN	O
3.2	CD	B-Value
feet	NNS	B-Unit
(	(	O
1	CD	B-Value
m	NN	B-Unit
)	)	O
,	,	O
plants	NNS	B-Biotic_Entity
may	MD	O
be	VB	O
20	CD	B-Time
to	TO	I-Time
50	CD	I-Time
years	NNS	I-Time
old	JJ	B-Quality
.	.	O
_S_B_	_S_B_	O
Flowers	NNS	B-Biotic_Entity
only	RB	O
develop	VB	B-Eventuality
at	IN	O
branch	NN	B-Biotic_Entity
and	CC	O
main	JJ	B-Biotic_Entity
stem	NN	I-Biotic_Entity
tips	NNS	I-Biotic_Entity
.	.	O
_S_B_	_S_B_	O
An	DT	O
increase	NN	B-Eventuality
in	IN	O
branch	JJ	B-Biotic_Entity
number	NN	B-Quality
increases	VBZ	B-Eventuality
the	DT	O
reproductive	JJ	B-Quality
potential	NN	I-Quality
of	IN	O
an	DT	O
individual	NN	B-Biotic_Entity
.	.	O
_S_B_	_S_B_	O
Many	JJ	O
different	JJ	O
animals	NNS	B-Biotic_Entity
pollinate	VBP	B-Eventuality
the	DT	O
nocturnally	RB	B-Time
blooming	VBG	B-Eventuality
saguaro	JJ	B-Biotic_Entity-L
flowers	NNS	I-Biotic_Entity
and	CC	O
are	VBP	O
detailed	VBN	O
elsewhere	RB	O
.	.	O
_S_B_	_S_B_	O
Flowers	NNS	B-Biotic_Entity
are	VBP	O
open	JJ	B-Eventuality
for	IN	B-Time
less	JJR	I-Time
than	IN	I-Time
24	CD	I-Time
hours	NNS	I-Time
.	.	O
_S_B_	_S_B_	O
A	DT	O
plant	NN	B-Biotic_Entity
averages	NNS	O
four	CD	B-Value
open	JJ	B-Eventuality
flowers	NNS	B-Biotic_Entity
per	IN	B-Time
day	NN	I-Time
for	IN	I-Time
about	RB	I-Time
30	CD	I-Time
days	NNS	I-Time
.	.	O
_S_B_	_S_B_	O
Plants	NNS	B-Biotic_Entity
commonly	RB	O
have	VBP	O
more	JJR	O
than	IN	O
100	CD	B-Value
fruits	NNS	B-Biotic_Entity
.	.	O
_S_B_	_S_B_	O
Seeds	NNS	B-Biotic_Entity
germinate	VBP	B-Eventuality
readily	RB	O
.	.	O
_S_B_	_S_B_	O
Conditions	NNS	B-Eventuality
for	IN	O
germination	NN	B-Eventuality
are	VBP	O
detailed	VBN	O
elsewhere	RB	O
.	.	O
_S_B_	_S_B_	O
Saguaro	NNP	B-Biotic_Entity-L
seeds	NNS	I-Biotic_Entity
are	VBP	O
short-lived	JJ	B-Quality
;	:	O
seed	NN	B-Biotic_Entity
reserves	NNS	I-Biotic_Entity
are	VBP	O
not	RB	O
maintained	VBN	B-Eventuality
in	IN	O
the	DT	O
soil	NN	B-Aggregate_Biotic_Abiotic_Entity
.	.	O
_S_B_	_S_B_	O
In	IN	O
random	JJ	O
soil	NN	O
samples	NNS	O
,	,	O
relative	JJ	O
densities	NNS	B-Quality
of	IN	O
saguaro	NN	B-Biotic_Entity-L
seeds	NNS	I-Biotic_Entity
were	VBD	O
between	IN	O
0.3	CD	B-Value
and	CC	O
2.0	CD	B-Value
percent	NN	B-Unit
.	.	O
_S_B_	_S_B_	O
Less	JJR	O
than	IN	O
1	CD	B-Value
percent	NN	B-Unit
of	IN	O
the	DT	O
annual	JJ	B-Quality
seed	NN	B-Biotic_Entity
production	NN	B-Eventuality
germinates	NNS	B-Eventuality
due	JJ	O
to	TO	O
predation	NN	B-Eventuality
or	CC	O
moisture	NN	B-Eventuality
stress	NN	I-Eventuality
.	.	O
_S_B_	_S_B_	O
Heavy	NNP	B-Quality
seedfall	NN	B-Eventuality
can	MD	O
occur	VB	B-Eventuality
during	IN	B-Time
the	DT	I-Time
summer	NN	I-Time
rains	NNS	I-Time
.	.	O
_S_B_	_S_B_	O
Drought	NNP	B-Eventuality
during	IN	B-Time
the	DT	I-Time
12	CD	I-Time
to	TO	I-Time
14	CD	I-Time
months	NNS	I-Time
following	VBG	O
germination	NN	B-Eventuality
is	VBZ	O
the	DT	O
most	RBS	O
critical	JJ	O
factor	NN	O
threatening	VBG	B-Eventuality
seedling	VBG	B-Biotic_Entity
survival	NN	B-Eventuality
.	.	O
_S_B_	_S_B_	O
Perennial	JJ	B-Quality
shrubs	NN	B-Biotic_Entity
,	,	O
such	JJ	O
as	IN	O
foothills	NNS	B-Biotic_Entity-L
paloverde	VBP	I-Biotic_Entity
(	(	O
Cercidium	NNP	B-Biotic_Entity-L
microphyllum	NN	I-Biotic_Entity
)	)	O
,	,	O
are	VBP	O
important	JJ	O
as	IN	O
nurse	JJ	B-Biotic_Entity
plants	NNS	I-Biotic_Entity
for	IN	O
facilitating	VBG	B-Eventuality
saguaro	JJ	B-Biotic_Entity-L
establishment	NN	B-Eventuality
.	.	O
_S_B_	_S_B_	O
Seed	VBN	B-Biotic_Entity
dispersal	NN	B-Eventuality
by	IN	O
frugivorous	JJ	B-Quality
birds	NNS	B-Biotic_Entity
is	VBZ	O
a	DT	O
primary	JJ	O
factor	NN	O
in	IN	O
saguaro	JJ	B-Biotic_Entity-L
establishment	JJ	B-Eventuality
beneath	NN	O
shrub	NN	B-Biotic_Entity
canopies	NNS	I-Biotic_Entity
.	.	O
_S_B_	_S_B_	O
Saguaro	NNP	B-Biotic_Entity-L
seedling	VBG	I-Biotic_Entity
density	NN	B-Quality
significantly	RB	O
(	(	O
p	NN	O
less	JJR	O
than	IN	O
0.05	CD	B-Value
)	)	O
decreased	VBN	B-Eventuality
from	IN	O
the	DT	O
center	NN	O
to	TO	O
the	DT	O
outer	NN	O
edges	NNS	O
of	IN	O
nurse	NN	B-Biotic_Entity-L
plant	NN	I-Biotic_Entity
canopies	NNS	I-Biotic_Entity
.	.	O
_S_B_	_S_B_	O
On	IN	O
the	DT	O
margins	NNS	O
of	IN	O
its	PRP$	O
range	NN	B-Quality
,	,	O
recruitment	NN	B-Eventuality
has	VBZ	O
not	RB	O
kept	VBN	B-Eventuality
pace	NN	I-Eventuality
with	IN	O
mortality	NN	B-Eventuality
caused	VBN	B-Eventuality
by	IN	O
freezing	VBG	B-Eventuality
temperatures	NNS	B-Quality
and	CC	O
drought	NN	B-Eventuality
.	.	O
_S_B_	_S_B_	O
Saguaro	NN	B-Biotic_Entity-L
has	VBZ	O
lower	JJR	O
fruit	NN	B-Biotic_Entity
production	NN	B-Eventuality
at	IN	O
the	DT	O
drier	NN	B-Aggregate_Biotic_Abiotic_Entity
western	JJ	I-Aggregate_Biotic_Abiotic_Entity
edge	NN	I-Aggregate_Biotic_Abiotic_Entity
of	IN	O
its	PRP$	O
range	NN	B-Quality
.	.	O
_S_B_	_S_B_	O
In	IN	O
some	DT	O
areas	NNS	B-Aggregate_Biotic_Abiotic_Entity
where	WRB	O
cattle	NNS	B-Biotic_Entity
grazing	VBG	B-Eventuality
has	VBZ	O
not	RB	O
occurred	VBN	B-Eventuality
,	,	O
recruitment	NN	B-Eventuality
appeared	VBD	O
to	TO	O
occur	VB	B-Eventuality
in	IN	O
pulses	NNS	O
correlated	VBN	O
with	IN	O
above-normal	JJ	O
precipitation	NN	B-Eventuality
.	.	O
_S_B_	_S_B_	O
Brittle	NNP	B-Biotic_Entity-L
pricklypear	JJ	I-Biotic_Entity
reproduces	NNS	B-Eventuality
by	IN	O
seeds	NNS	B-Biotic_Entity
,	,	O
layering	NN	B-Eventuality
,	,	O
and	CC	O
sprouting	VBG	B-Eventuality
from	IN	O
detached	VBN	B-Eventuality
stem	NN	B-Biotic_Entity
segments	NNS	I-Biotic_Entity
.	.	O
_S_B_	_S_B_	O
Breeding	VBG	B-Eventuality
system	NN	I-Eventuality
:	:	O
Brittle	JJ	B-Biotic_Entity-L
pricklypear	NN	I-Biotic_Entity
is	VBZ	O
monoecious	JJ	B-Quality
.	.	O
_S_B_	_S_B_	O
Pollination	NN	B-Eventuality
:	:	O
Brittle	JJ	B-Biotic_Entity-L
pricklypear	NN	I-Biotic_Entity
is	VBZ	O
pollinated	VBN	B-Eventuality
by	IN	O
insects	NNS	B-Biotic_Entity
.	.	O
_S_B_	_S_B_	O
Seed	JJ	B-Biotic_Entity
production	NN	B-Eventuality
:	:	O
Brittle	JJ	B-Biotic_Entity-L
pricklypear	NN	I-Biotic_Entity
does	VBZ	O
not	RB	O
dependably	RB	O
flower	RBR	B-Eventuality
every	DT	B-Time
year	NN	I-Time
in	IN	O
its	PRP$	O
northerly	JJ	O
range	NN	B-Quality
,	,	O
thus	RB	O
limiting	VBG	B-Eventuality
seed	NN	B-Biotic_Entity
production	NN	B-Eventuality
in	IN	O
these	DT	O
areas	NNS	B-Aggregate_Biotic_Abiotic_Entity
.	.	O
_S_B_	_S_B_	O
Seed	VBN	B-Biotic_Entity
dispersal	NN	B-Eventuality
:	:	O
Seeds	NNS	B-Biotic_Entity
of	IN	O
brittle	JJ	B-Biotic_Entity-L
pricklypear	NN	I-Biotic_Entity
are	VBP	O
primarily	RB	O
spread	VBN	B-Eventuality
when	WRB	O
the	DT	O
fruits	NNS	B-Biotic_Entity
are	VBP	O
eaten	VBN	B-Eventuality
